CleanedRegulatedEntityId,RegulatedEntityId,CleanedRegulatedEntityName,PartyName,PartyId,Political Leaning,Special Interest
5263,5263,Rupa Huq,Labour Party,53,Political Party,Great Britain
1673,1673,Rushanara Ali,Labour Party,53,Political Party,Great Britain
6624,6624,Russell George,Labour Party,53,Political Party,Great Britain
1835,1835,Ruth Davidson,Labour Party,53,Political Party,Great Britain
6378,6378,Ruth Smeeth,Labour Party,53,Political Party,Great Britain
2104,2104,Sadiq Khan,Labour Party,53,Political Party,Great Britain
1403,1403,Sally Keeble,Labour Party,53,Political Party,Great Britain
9204,9204,Sam Gyimah,Labour Party,53,Political Party,Great Britain
2109,2109,Sanchia Alasia,Labour Party,53,Political Party,Great Britain
1163,1163,Sandra Osborne,Labour Party,53,Political Party,Great Britain
2555,2555,Sarah Champion,Labour Party,53,Political Party,Great Britain
1466,1466,Sarah Mccarthy-Fry,Labour Party,53,Political Party,Great Britain
2363,2363,Sarah Newtonn,Labour Party,53,Political Party,Great Britain
6417,6417,Sean Anstee,Labour Party,53,Political Party,Great Britain
2110,2110,Sebastian Dance,Labour Party,53,Political Party,Great Britain
2521,2521,Seema Louise Ghiassi Kennedy,Labour Party,53,Political Party,Great Britain
8020,8020,Seema Malhotra,Labour Party,53,Political Party,Great Britain
2590,2590,Shabana Mahmood,Labour Party,53,Political Party,Great Britain
1413,1413,Shahid Malik,Labour Party,53,Political Party,Great Britain
1463,1463,Sharon Hodgson,Labour Party,53,Political Party,Great Britain
1939,1939,Shaun Woodward,Labour Party,53,Political Party,Great Britain
6545,6545,Sheena Tranter,Labour Party,53,Political Party,Great Britain
1473,1473,Siôn Simon,Labour Party,53,Political Party,Great Britain
1473,2148,Siôn Simon,Labour Party,53,Political Party,Great Britain
1464,1464,Sian James,Labour Party,53,Political Party,Great Britain
1793,1793,Simon Danczuk,Labour Party,53,Political Party,Great Britain
6487,6487,Simon Day,Labour Party,53,Political Party,Great Britain
2679,2679,Simon Marcus,Labour Party,53,Political Party,Great Britain
1254,1254,Simon Murphy,Labour Party,53,Political Party,Great Britain
1454,1454,Siobhain Mcdonagh,Labour Party,53,Political Party,Great Britain
6422,6422,Sion Simon,Labour Party,53,Political Party,Great Britain
2021,2021,Stella Creasy,Labour Party,53,Political Party,Great Britain
1345,1345,Stephen Byers,Labour Party,53,Political Party,Great Britain
9054,9054,Stephen Doughty,Labour Party,53,Political Party,Great Britain
2797,2797,Stephen Greenhalgh,Labour Party,53,Political Party,Great Britain
1825,1825,Stephen Hepburn,Labour Party,53,Political Party,Great Britain
1075,1075,Stephen Hesford,Labour Party,53,Political Party,Great Britain
4158,4158,Stephen Kinnock,Labour Party,53,Political Party,Great Britain
1400,1400,Stephen Ladyman,Labour Party,53,Political Party,Great Britain
2423,2423,Stephen Mccabe,Labour Party,53,Political Party,Great Britain
6822,6822,Stephen Morgan,Labour Party,53,Political Party,Great Britain
1173,1173,Stephen Pound,Labour Party,53,Political Party,Great Britain
1068,1068,Stephen S. Hughes,Labour Party,53,Political Party,Great Britain
2005,2005,Stephen Timms,Labour Party,53,Political Party,Great Britain
1808,1808,Stephen Twigg,Labour Party,53,Political Party,Great Britain
1814,1814,Steve Baker,Labour Party,53,Political Party,Great Britain
5255,5255,Steve Bedser,Labour Party,53,Political Party,Great Britain
2222,2222,Steve Bell,Labour Party,53,Political Party,Great Britain
7935,7935,Steve Brine,Labour Party,53,Political Party,Great Britain
5254,5254,Steve Double,Labour Party,53,Political Party,Great Britain
6425,6425,Steve Reed,Labour Party,53,Political Party,Great Britain
4243,4243,Steve Rotheram,Labour Party,53,Political Party,Great Britain
2135,2135,Stevenage First,Labour Party,53,Political Party,Great Britain
1037,1037,Struan Stevenson,Labour Party,53,Political Party,Great Britain
1351,1351,Stuart Bell,Labour Party,53,Political Party,Great Britain
4240,4240,Stuart Blair Donaldson,Labour Party,53,Political Party,Great Britain
7944,7944,Sue Hayman,Labour Party,53,Political Party,Great Britain
6894,6894,Suella Braverman,Labour Party,53,Political Party,Great Britain
2861,2861,Suella Fernandes,Labour Party,53,Political Party,Great Britain
6628,6628,Suzy Davies,Labour Party,53,Political Party,Great Britain
1070,1070,Syd Rapson,Labour Party,53,Political Party,Great Britain
7942,7942,Tanmanjeet Singh Dhesi,Labour Party,53,Political Party,Great Britain
1152,1152,Terence Anthony Gordon Davis,Labour Party,53,Political Party,Great Britain
1668,1668,Tessa Jowell,Labour Party,53,Political Party,Great Britain
6784,6784,Thelma Walker,Labour Party,53,Political Party,Great Britain
1497,1497,Theresa Griffin,Labour Party,53,Political Party,Great Britain
1280,1280,Thomas Clarke,Labour Party,53,Political Party,Great Britain
1675,1675,Thomas Docherty,Labour Party,53,Political Party,Great Britain
1067,1067,Thomas Mcavoy,Labour Party,53,Political Party,Great Britain
1824,1824,Tim Farron,Labour Party,53,Political Party,Great Britain
9221,9221,Toby Perkins,Labour Party,53,Political Party,Great Britain
6865,6865,Tom Arthur,Labour Party,53,Political Party,Great Britain
1626,1626,Tom Blenkinsop,Labour Party,53,Political Party,Great Britain
2587,2587,Tom Brake,Labour Party,53,Political Party,Great Britain
2080,2080,Tom Greatrex,Labour Party,53,Political Party,Great Britain
1063,1063,Tom Harris,Labour Party,53,Political Party,Great Britain
10228,10228,Tom Hunt,Labour Party,53,Political Party,Great Britain
1465,1465,Tom Levitt,Labour Party,53,Political Party,Great Britain
2890,2890,Tom Pursglove,Labour Party,53,Political Party,Great Britain
2818,2818,Tom Tugendhat,Labour Party,53,Political Party,Great Britain
1846,1846,Tom Watson,Labour Party,53,Political Party,Great Britain
6644,6644,Tomos Davies,Labour Party,53,Political Party,Great Britain
1484,1484,Tony Cunningham,Labour Party,53,Political Party,Great Britain
1267,1267,Tony Lloyd,Labour Party,53,Political Party,Great Britain
1139,1139,Tony Worthington,Labour Party,53,Political Party,Great Britain
6340,6340,Tracy Brabin,Labour Party,53,Political Party,Great Britain
1652,1652,Tristram Hunt,Labour Party,53,Political Party,Great Britain
2816,2816,Tulip Siddiq,Labour Party,53,Political Party,Great Britain
6737,6737,Valerie Wise,Labour Party,53,Political Party,Great Britain
6899,6899,Vaughan Gething,Labour Party,53,Political Party,Great Britain
1250,1250,Vera Baird,Labour Party,53,Political Party,Great Britain
2249,2249,Vernon Coaker,Labour Party,53,Political Party,Great Britain
2099,2099,Vicky Foxcroft,Labour Party,53,Political Party,Great Britain
1550,1550,Vincent Cable,Labour Party,53,Political Party,Great Britain
1430,1430,Virendra Kumar Sharma,Labour Party,53,Political Party,Great Britain
1221,1221,Wayne David,Labour Party,53,Political Party,Great Britain
1290,1290,Wendy Alexander,Labour Party,53,Political Party,Great Britain
6346,6346,Wes Streeting,Labour Party,53,Political Party,Great Britain
1555,1555,Wilfred Emmanuel-Jones,Labour Party,53,Political Party,Great Britain
2857,2857,Will Quince,Labour Party,53,Political Party,Great Britain
2365,2365,William Goodhand,Labour Party,53,Political Party,Great Britain
1671,1671,Yasmin Qureshi,Labour Party,53,Political Party,Great Britain
1925,1925,Yvette Cooper,Labour Party,53,Political Party,Great Britain
4241,4241,Yvonne Fovargue,Labour Party,53,Political Party,Great Britain
938,938,Muslim Friends Of Labour,Independent,938,Labour,Islam
1018,1018,Labour No To Av,Independent,1018,Labour,Political Reform
53,53,Labour Party,Labour Party,53,Political Party,Great Britain
2252,2252,Adrian Sanders,Liberal Democrat,90,Political Party,Great Britain
1229,1229,Alan Beith,Liberal Democrat,90,Political Party,Great Britain
1416,1416,Alistair Carmichael,Liberal Democrat,90,Political Party,Great Britain
1352,1352,Andrew George,Liberal Democrat,90,Political Party,Great Britain
1374,1374,Annette Brooke,Liberal Democrat,90,Political Party,Great Britain
1136,1136,Archy Kirkwood,Liberal Democrat,90,Political Party,Great Britain
1022,1022,Charles Kennedy,Liberal Democrat,90,Political Party,Great Britain
1053,1053,Chris Huhne,Liberal Democrat,90,Political Party,Great Britain
1053,1344,Chris Huhne,Liberal Democrat,90,Political Party,Great Britain
6812,6812,Christine Jardine,Liberal Democrat,90,Political Party,Great Britain
1179,1179,Colin Edward Breed,Liberal Democrat,90,Political Party,Great Britain
1311,1311,David A Laws,Liberal Democrat,90,Political Party,Great Britain
1185,1185,David Chidgey,Liberal Democrat,90,Political Party,Great Britain
1499,1499,David Heath,Liberal Democrat,90,Political Party,Great Britain
1429,1429,Don Foster,Liberal Democrat,90,Political Party,Great Britain
1776,1776,Duncan Hames,Liberal Democrat,90,Political Party,Great Britain
1776,2040,Duncan Hames,Liberal Democrat,90,Political Party,Great Britain
1028,1028,Edward Davey,Liberal Democrat,90,Political Party,Great Britain
1662,1662,Gordon Birtwistle,Liberal Democrat,90,Political Party,Great Britain
1657,1657,Ian Swales,Liberal Democrat,90,Political Party,Great Britain
10265,10265,Jane Dodds,Liberal Democrat,90,Political Party,Great Britain
1535,1535,Jennifer Willott,Liberal Democrat,90,Political Party,Great Britain
1498,1498,Jeremy Browne,Liberal Democrat,90,Political Party,Great Britain
1492,1492,Jo Swinson,Liberal Democrat,90,Political Party,Great Britain
1210,1210,John Barrett,Liberal Democrat,90,Political Party,Great Britain
1654,1654,John Leech,Liberal Democrat,90,Political Party,Great Britain
1598,1598,John Pugh,Liberal Democrat,90,Political Party,Great Britain
1156,1156,John Thurso,Liberal Democrat,90,Political Party,Great Britain
1653,1653,Julian Huppert,Liberal Democrat,90,Political Party,Great Britain
6897,6897,Layla Moran,Liberal Democrat,90,Political Party,Great Britain
1203,1203,Leeds Liberal Democrat Federation,Liberal Democrat,90,Political Party,Great Britain
90,1031,Liberal Democrats,Liberal Democrat,90,Political Party,Great Britain
1244,1244,Liz Lynne,Liberal Democrat,90,Political Party,Great Britain
1664,1664,Lorely Burt,Liberal Democrat,90,Political Party,Great Britain
1399,1399,Lynne Featherstone,Liberal Democrat,90,Political Party,Great Britain
1245,1245,Malcolm Bruce,Liberal Democrat,90,Political Party,Great Britain
1563,1563,Mark Hunter,Liberal Democrat,90,Political Party,Great Britain
1188,1188,Mark Oaten,Liberal Democrat,90,Political Party,Great Britain
6557,6557,Mark Williams,Liberal Democrat,90,Political Party,Great Britain
2471,2471,Martin Horwood,Liberal Democrat,90,Political Party,Great Britain
1180,1180,Matthew Green,Liberal Democrat,90,Political Party,Great Britain
1150,1150,Matthew Taylor,Liberal Democrat,90,Political Party,Great Britain
1341,1341,Menzies Campbell,Liberal Democrat,90,Political Party,Great Britain
1143,1143,Menzies Campbell Cbe,Liberal Democrat,90,Political Party,Great Britain
1264,1264,Michael Moore,Liberal Democrat,90,Political Party,Great Britain
1211,1211,Michael Thomas Hancock,Liberal Democrat,90,Political Party,Great Britain
2175,2175,Mike Crockart,Liberal Democrat,90,Political Party,Great Britain
1358,1358,Nick Clegg,Liberal Democrat,90,Political Party,Great Britain
1358,1408,Nick Clegg,Liberal Democrat,90,Political Party,Great Britain
1141,1141,Nigel Jones,Liberal Democrat,90,Political Party,Great Britain
1357,1357,Norman Baker,Liberal Democrat,90,Political Party,Great Britain
2081,2081,Norman Lamb,Liberal Democrat,90,Political Party,Great Britain
1153,1153,Paul Burstow,Liberal Democrat,90,Political Party,Great Britain
1219,1219,Paul Keetch,Liberal Democrat,90,Political Party,Great Britain
1149,1149,Paul Tyler,Liberal Democrat,90,Political Party,Great Britain
1515,1515,Robert Smith,Liberal Democrat,90,Political Party,Great Britain
1330,1330,Sarah Teather,Liberal Democrat,90,Political Party,Great Britain
1346,1346,Simon Hughes,Liberal Democrat,90,Political Party,Great Britain
1346,1435,Simon Hughes,Liberal Democrat,90,Political Party,Great Britain
6896,6896,Stephen Lloyd,Liberal Democrat,90,Political Party,Great Britain
1313,1313,Steve Webb,Liberal Democrat,90,Political Party,Great Britain
1507,1507,Susan Kramer,Liberal Democrat,90,Political Party,Great Britain
2459,2459,Tessa Munt,Liberal Democrat,90,Political Party,Great Britain
7945,7945,Wera Hobhouse,Liberal Democrat,90,Political Party,Great Britain
90,90,Liberal Democrats,Liberal Democrats,90,Political Party,Great Britain
54,54,Liberal Party,Liberal Party,54,Political Party,Great Britain
58,58,Mebyon Kernow - Party For Cornwall,Mebyon Kernow - Party For Cornwall,58,Political Party,Regional
66,66,Official Monster Raving Loony Party,Official Monster Raving Loony Party,66,Political Party,Great Britain
1224,1224,Adam Price,Plaid Cymru - Party Of Wales,77,Political Party,Wales
1164,1164,Elfyn Llwyd,Plaid Cymru - Party Of Wales,77,Political Party,Wales
77,77,Plaid Cymru - Party Of Wales,Plaid Cymru - Party Of Wales,77,Political Party,Wales
6397,6397,Alan Brown,Scottish National Party (Snp),102,Political Party,Scotland
1078,1078,Alex Salmond,Scottish National Party (Snp),102,Political Party,Scotland
1798,1798,Angus Macneil,Scottish National Party (Snp),102,Political Party,Scotland
6555,6555,Brendan O'Hara,Scottish National Party (Snp),102,Political Party,Scotland
4108,4108,Callum Mccaig,Scottish National Party (Snp),102,Political Party,Scotland
6692,6692,David Linden,Scottish National Party (Snp),102,Political Party,Scotland
6550,6550,Deidre Brock,Scottish National Party (Snp),102,Political Party,Scotland
6398,6398,Gavin Newlands,Scottish National Party (Snp),102,Political Party,Scotland
2865,2865,Hannah Bardell,Scottish National Party (Snp),102,Political Party,Scotland
2864,2864,Lisa Cameron,Scottish National Party (Snp),102,Political Party,Scotland
5280,5280,Martyn Day,Scottish National Party (Snp),102,Political Party,Scotland
3963,3963,Mhairi Black,Scottish National Party (Snp),102,Political Party,Scotland
1176,1176,Michael Weir,Scottish National Party (Snp),102,Political Party,Scotland
6327,6327,Michelle Thomson,Scottish National Party (Snp),102,Political Party,Scotland
3909,3909,Natalie Mcgarry,Scottish National Party (Snp),102,Political Party,Scotland
6914,6914,Patrick Grady,Scottish National Party (Snp),102,Political Party,Scotland
4202,4202,Paul Monaghan,Scottish National Party (Snp),102,Political Party,Scotland
6694,6694,Philippa Whitford,Scottish National Party (Snp),102,Political Party,Scotland
6310,6310,Stephen Gethins,Scottish National Party (Snp),102,Political Party,Scotland
6326,6326,Steven Paterson,Scottish National Party (Snp),102,Political Party,Scotland
2867,2867,Tasmina Ahmed-Sheikh,Scottish National Party (Snp),102,Political Party,Scotland
102,102,Scottish National Party (Snp),Scottish National Party (Snp),102,Political Party,Scotland
1608,1608,Alasdair Mcdonnell,Social Democratic & Labour Party,1608,Political Party,Great Britain
85,85,Uk Independence Party (Ukip),Uk Independence Party (Ukip),85,Political Party,Great Britain
1475,1475,Douglas Carswell,Uk Independence Party (Ukip),85,Political Party,Great Britain
1096,1096,Nigel Farage,Uk Independence Party (Ukip),85,Political Party,Great Britain
10000001,10000001,Unidentified,Unidentified,10000001,Unidentified,Great Britain
