Original RegulatedEntityId,RegulatedEntityId,OriginalRegulatedEntityName,RegulatedEntityName,RegisterName,RegulatedDoneeType,RegulatedEntityType,CleanedName,Status,PoliticalParty_pdpy
6694,6694,The Rt Hon Philippa Whitford,The Rt Hon Philippa Whitford,Great Britain,MP - Member of Parliament,Regulated Donee,Philippa Whitford,The Rt Hon,Scottish National Party
2104,2104,The Rt Hon Sadiq Khan Mp,The Rt Hon Sadiq Khan Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Sadiq Khan,The Rt Hon & Mp,Labour
1369,1369,The Rt Hon Sir Alan Duncan Mp,The Rt Hon Sir Alan Duncan Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Alan Duncan,Sir & The Rt Hon & Mp,Conservative
1341,1341,The Rt Hon Sir Menzies Campbell Qc,The Rt Hon Sir Menzies Campbell Qc,Great Britain,MP - Member of Parliament,Regulated Donee,Menzies Campbell,Sir & The Rt Hon & Qc,Liberal Democrat
2005,2005,The Rt Hon Stephen Timms Mp,The Rt Hon Stephen Timms Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Stephen Timms,The Rt Hon & Mp,Labour
1668,1668,The Rt Hon Tessa Jowell Mp,The Rt Hon Tessa Jowell Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Tessa Jowell,The Rt Hon & Mp,Labour
1925,1925,The Rt Hon Yvette Cooper Mp,The Rt Hon Yvette Cooper Mp,Great Britain,MP - Member of Parliament,Regulated Donee,Yvette Cooper,The Rt Hon & Mp,Labour
6346,6346,Wes Streeting,Wes Streeting,Great Britain,MP - Member of Parliament,Regulated Donee,Wes Streeting,,Labour
1432,1432,Women2Win,Women2Win,Great Britain,MP - Member of Parliament,Regulated Donee,Women2Win,,Unknown
1625,1625,Nigel Adams Mp,Nigel Adams Mp,Great Britain,MSP - Member of the Scottish Parliament,Regulated Donee,Nigel Adams,Mp,Conservative
